Year,Leage,Team,Park,FirstGame,LastGame,Games,Openings,Attendance
2007,AL,KCA,KAN06,4/2/2007,9/30/2007,81,81,1616867
2007,NL,LAN,LOS03,4/9/2007,9/30/2007,81,81,3856753
2007,NL,MIL,MIL06,4/2/2007,9/30/2007,81,81,2869144
2007,AL,MIN,MIN03,4/2/2007,9/23/2007,81,81,2296383
2007,AL,NYA,NYC16,4/2/2007,9/24/2007,81,81,4271867
2007,NL,NYN,NYC17,4/9/2007,9/30/2007,81,81,3853955
2007,AL,OAK,OAK01,4/9/2007,9/30/2007,81,81,1921844
2007,NL,PHI,PHI13,4/2/2007,9/30/2007,81,81,3108330
2007,NL,PIT,PIT08,4/9/2007,9/30/2007,81,79,1749142
2007,NL,SDN,SAN02,4/6/2007,9/23/2007,81,81,2790074
2007,AL,SEA,SEA03,4/2/2007,9/30/2007,82,81,2672409
2007,NL,SFN,SFO03,4/3/2007,9/26/2007,81,81,3223202
2007,NL,SLN,STL10,4/1/2007,9/23/2007,81,81,3552180
2007,AL,TBA,LBV01,5/15/2007,5/17/2007,3,3,26917
2007,AL,TBA,STP01,4/6/2007,9/27/2007,78,78,1362189
2007,AL,TEX,ARL02,4/6/2007,9/26/2007,81,79,2353862
2007,AL,TOR,TOR02,4/9/2007,9/30/2007,81,81,2360648
2007,NL,WAS,WAS10,4/2/2007,9/23/2007,81,81,1961579
2008,AL,LAA,ANA01,4/4/2008,9/28/2008,81,81,3336747
2008,NL,ARI,PHO01,4/7/2008,9/28/2008,81,81,2509924
2008,NL,ATL,ATL02,3/31/2008,9/21/2008,81,81,2532834
2008,AL,BAL,BAL12,3/31/2008,9/28/2008,80,78,1950075
2008,AL,BOS,BOS07,4/8/2008,9/28/2008,81,81,3048250
2008,AL,CHA,CHI12,4/7/2008,9/30/2008,82,81,2501103
2008,NL,CHN,CHI11,3/31/2008,9/21/2008,81,81,3299840
2008,NL,CIN,CIN09,3/31/2008,9/22/2008,81,81,2058632
2008,AL,CLE,CLE08,3/31/2008,9/21/2008,81,80,2169760
2008,NL,COL,DEN02,4/4/2008,9/21/2008,81,80,2650218
2008,AL,DET,DET05,3/31/2008,9/28/2008,81,81,3202654
2008,NL,FLO,MIA01,3/31/2008,9/21/2008,81,80,1335076
2008,NL,HOU,HOU03,4/7/2008,9/28/2008,78,78,2740888
2008,NL,HOU,MIL06,9/14/2008,9/15/2008,2,2,38599
2008,AL,KCA,KAN06,4/8/2008,9/21/2008,81,79,1578922
2008,NL,LAN,LOS03,3/31/2008,9/25/2008,81,81,3730553
2008,NL,MIL,MIL06,4/4/2008,9/28/2008,81,81,3068908
2008,AL,MIN,MIN03,3/31/2008,9/28/2008,81,81,2302431
2008,AL,NYA,NYC16,4/1/2008,9/21/2008,81,81,4298655
2008,NL,NYN,NYC17,4/8/2008,9/28/2008,81,79,4042047
2008,AL,OAK,OAK01,4/1/2008,9/21/2008,79,79,1575899
2008,AL,OAK,TOK01,3/25/2008,3/26/2008,2,2,89363
2008,NL,PHI,PHI13,3/31/2008,9/28/2008,81,81,3422583
2008,NL,PIT,PIT08,4/7/2008,9/21/2008,81,80,1609076
2008,NL,SDN,SAN02,3/31/2008,9/28/2008,81,81,2427535
2008,AL,SEA,SEA03,3/31/2008,9/28/2008,81,81,2329702
2008,NL,SFN,SFO03,4/7/2008,9/28/2008,81,81,2863837
2008,NL,SLN,STL10,4/1/2008,9/28/2008,81,81,3430403
2008,AL,TBA,LBV01,4/22/2008,4/24/2008,3,3,26798
2008,AL,TBA,STP01,4/8/2008,9/21/2008,78,78,1785188
2008,AL,TEX,ARL02,4/8/2008,9/24/2008,81,80,1945677
2008,AL,TOR,TOR02,4/4/2008,9/25/2008,81,81,2399786
2008,NL,WAS,WAS11,3/30/2008,9/24/2008,80,80,2320400
2009,AL,LAA,ANA01,4/6/2009,10/1/2009,81,81,3240386
2009,NL,ARI,PHO01,4/6/2009,9/27/2009,81,81,2129183
2009,NL,ATL,ATL02,4/10/2009,10/4/2009,81,81,2373631
2009,AL,BAL,BAL12,4/6/2009,10/4/2009,81,81,1907163
2009,AL,BOS,BOS07,4/7/2009,10/4/2009,81,81,3062699
2009,AL,CHA,CHI12,4/7/2009,9/27/2009,81,80,2284163
2009,NL,CHN,CHI11,4/13/2009,10/4/2009,80,80,3168859
2009,NL,CIN,CIN09,4/6/2009,10/4/2009,81,81,1747919
2009,AL,CLE,CLE08,4/10/2009,9/30/2009,81,79,1766242
2009,NL,COL,DEN02,4/10/2009,10/1/2009,81,81,2665080
2009,AL,DET,DET05,4/10/2009,10/4/2009,81,81,2567192
2009,NL,FLO,MIA01,4/6/2009,9/27/2009,81,78,1464109
2009,NL,HOU,HOU03,4/6/2009,9/27/2009,81,81,2521081
2009,AL,KCA,KAN06,4/10/2009,9/27/2009,81,80,1799686
2009,NL,LAN,LOS03,4/13/2009,10/4/2009,81,81,3761669
2009,NL,MIL,MIL06,4/10/2009,9/27/2009,81,81,3037451
2009,AL,MIN,MIN03,4/6/2009,10/6/2009,82,82,2416237
2009,AL,NYA,NYC21,4/16/2009,9/30/2009,81,81,3719358
2009,NL,NYN,NYC20,4/13/2009,10/4/2009,81,81,3154270
2009,AL,OAK,OAK01,4/10/2009,10/4/2009,81,81,1408783
2009,NL,PHI,PHI13,4/5/2009,10/4/2009,81,81,3600693
2009,NL,PIT,PIT08,4/13/2009,9/28/2009,81,81,1577853
2009,NL,SDN,SAN02,4/6/2009,10/4/2009,81,81,1922603
2009,AL,SEA,SEA03,4/14/2009,10/4/2009,81,81,2195128
2009,NL,SFN,SFO03,4/7/2009,10/1/2009,81,81,2861111
2009,NL,SLN,STL10,4/6/2009,10/4/2009,81,81,3343252
2009,AL,TBA,STP01,4/13/2009,10/4/2009,81,81,1874962
2009,AL,TEX,ARL02,4/6/2009,9/27/2009,81,78,2156016
2009,AL,TOR,TOR02,4/6/2009,9/27/2009,81,81,1876129
2009,NL,WAS,WAS11,4/13/2009,9/30/2009,81,80,1817280
2010,AL,LAA,ANA01,4/5/2010,9/29/2010,81,81,3250754
2010,NL,ARI,PHO01,4/5/2010,9/26/2010,81,81,2057224
2010,NL,ATL,ATL02,4/5/2010,10/3/2010,81,81,2510121
2010,AL,BAL,BAL12,4/9/2010,10/3/2010,81,80,1733019
2010,AL,BOS,BOS07,4/4/2010,10/3/2010,81,81,3046445
2010,AL,CHA,CHI12,4/5/2010,10/3/2010,81,81,2194378
2010,NL,CHN,CHI11,4/12/2010,9/26/2010,81,81,3062973
2010,NL,CIN,CIN09,4/5/2010,10/3/2010,81,81,2060550
2010,AL,CLE,CLE08,4/12/2010,9/29/2010,81,80,1391644
2010,NL,COL,DEN02,4/9/2010,9/29/2010,81,80,2875245
2010,AL,DET,DET05,4/9/2010,9/26/2010,81,81,2461237
2010,NL,FLO,MIA01,4/9/2010,10/3/2010,78,78,1469216
2010,NL,FLO,SJU01,6/28/2010,6/30/2010,3,3,55678
2010,NL,HOU,HOU03,4/5/2010,10/3/2010,81,81,2331490
2010,AL,KCA,KAN06,4/5/2010,10/3/2010,81,80,1615326
2010,NL,LAN,LOS03,4/13/2010,10/3/2010,81,81,3562318
2010,NL,MIL,MIL06,4/5/2010,9/26/2010,81,81,2776531
2010,AL,MIN,MIN04,4/12/2010,10/3/2010,81,81,3223640
2010,AL,NYA,NYC21,4/13/2010,9/26/2010,81,81,3765807
2010,NL,NYN,NYC20,4/5/2010,10/3/2010,81,79,2573077
2010,AL,OAK,OAK01,4/5/2010,9/26/2010,81,81,1418391
2010,NL,PHI,PHI13,4/12/2010,9/26/2010,81,81,3647249
2010,NL,PIT,PIT08,4/5/2010,9/26/2010,81,81,1613399
2010,NL,SDN,SAN02,4/12/2010,9/30/2010,81,81,2131774
2010,AL,SEA,SEA03,4/12/2010,10/3/2010,81,81,2085168
2010,NL,SFN,SFO03,4/9/2010,10/3/2010,81,81,3037267
2010,NL,SLN,STL10,4/12/2010,10/3/2010,81,81,3301218
2010,AL,TBA,STP01,4/6/2010,9/29/2010,81,81,1865002
2010,AL,TEX,ARL02,4/5/2010,10/3/2010,81,81,2505171
2010,AL,TOR,PHI13,6/25/2010,6/27/2010,3,3,130073
2010,AL,TOR,TOR02,4/12/2010,9/29/2010,78,78,1495482
2010,NL,WAS,WAS11,4/5/2010,9/29/2010,81,81,1828065
2011,AL,LAA,ANA01,4/8/2011,9/28/2011,81,81,3166321
2011,NL,ARI,PHO01,4/8/2011,9/28/2011,81,81,2105432
2011,NL,ATL,ATL02,4/8/2011,9/28/2011,81,79,2372940
2011,AL,BAL,BAL12,4/4/2011,9/28/2011,81,80,1755461
2011,AL,BOS,BOS07,4/8/2011,9/21/2011,81,81,3054001
2011,AL,CHA,CHI12,4/7/2011,9/28/2011,81,81,2001117
2011,NL,CHN,CHI11,4/1/2011,9/21/2011,81,81,3017966
2011,NL,CIN,CIN09,3/31/2011,9/21/2011,81,81,2213588
2011,AL,CLE,CLE08,4/1/2011,9/25/2011,81,81,1840835
2011,NL,COL,DEN02,4/1/2011,9/21/2011,81,81,2909777
2011,AL,DET,DET05,4/8/2011,9/28/2011,81,81,2642045
2011,NL,FLO,MIA01,4/1/2011,9/28/2011,78,77,1477462
2011,NL,FLO,SEA03,6/24/2011,6/26/2011,3,3,43100
2011,NL,HOU,HOU03,4/8/2011,9/28/2011,81,81,2067016
2011,AL,KCA,KAN06,3/31/2011,9/21/2011,81,81,1724450
2011,NL,LAN,LOS03,3/31/2011,9/22/2011,81,81,2935139
2011,NL,MIL,MIL06,4/4/2011,9/28/2011,81,81,3071373
2011,AL,MIN,MIN04,4/8/2011,9/28/2011,81,81,3168116
2011,AL,NYA,NYC21,3/31/2011,9/25/2011,81,81,3653680
2011,NL,NYN,NYC20,4/8/2011,9/28/2011,81,78,2352596
2011,AL,OAK,OAK01,4/1/2011,9/22/2011,81,80,1476791
2011,NL,PHI,PHI13,4/1/2011,9/22/2011,81,81,3680718
2011,NL,PIT,PIT08,4/7/2011,9/25/2011,81,80,1940429
2011,NL,SDN,SAN02,4/5/2011,9/28/2011,81,81,2143018
2011,AL,SEA,SEA03,4/8/2011,9/28/2011,81,81,1896321
2011,NL,SFN,SFO03,4/8/2011,9/28/2011,81,81,3387303
2011,NL,SLN,STL10,3/31/2011,9/25/2011,81,81,3093954
2011,AL,TBA,STP01,4/1/2011,9/28/2011,81,81,1529188
2011,AL,TEX,ARL02,4/1/2011,9/25/2011,81,81,2946949
2011,AL,TOR,TOR02,4/1/2011,9/22/2011,81,81,1818103
2011,NL,WAS,WAS11,3/31/2011,9/25/2011,80,78,1940478
2012,AL,LAA,ANA01,4/6/2012,9/27/2012,81,81,3061770
2012,NL,ARI,PHO01,4/6/2012,10/3/2012,81,81,2177617
2012,NL,ATL,ATL02,4/13/2012,9/30/2012,81,81,2420171
2012,AL,BAL,BAL12,4/6/2012,9/30/2012,81,79,2102240
2012,AL,BOS,BOS07,4/13/2012,9/26/2012,81,81,3043003
2012,AL,CHA,CHI12,4/13/2012,9/30/2012,81,81,1965955
2012,NL,CHN,CHI11,4/5/2012,10/3/2012,81,81,2882756
2012,NL,CIN,CIN09,4/5/2012,9/27/2012,81,81,2347251
2012,AL,CLE,CLE08,4/5/2012,10/3/2012,81,81,1603596
2012,NL,COL,DEN02,4/9/2012,9/27/2012,81,81,2630458
2012,AL,DET,DET05,4/5/2012,9/27/2012,81,81,3028033
2012,NL,HOU,HOU03,4/6/2012,9/26/2012,81,81,1607733
2012,AL,KCA,KAN06,4/13/2012,10/3/2012,81,80,1739859
2012,NL,LAN,LOS03,4/10/2012,10/3/2012,81,81,3324246
2012,NL,MIA,MIA02,4/4/2012,10/3/2012,81,81,2219444
2012,NL,MIL,MIL06,4/6/2012,10/3/2012,81,81,2831385
2012,AL,MIN,MIN04,4/9/2012,9/30/2012,81,81,2776354
2012,AL,NYA,NYC21,4/13/2012,10/3/2012,81,81,3542406
2012,NL,NYN,NYC20,4/5/2012,9/27/2012,81,80,2242803
2012,AL,OAK,OAK01,4/6/2012,10/3/2012,79,79,1591395
2012,AL,OAK,TOK01,3/28/2012,3/29/2012,2,2,87618
2012,NL,PHI,PHI13,4/9/2012,9/27/2012,81,81,3565718
2012,NL,PIT,PIT08,4/5/2012,10/3/2012,81,80,2091918
2012,NL,SDN,SAN02,4/5/2012,9/30/2012,81,81,2123721
2012,AL,SEA,SEA03,4/13/2012,10/3/2012,81,81,1721920
2012,NL,SFN,SFO03,4/13/2012,9/27/2012,81,81,3377371
2012,NL,SLN,STL10,4/13/2012,10/3/2012,81,81,3262109
2012,AL,TBA,STP01,4/6/2012,10/3/2012,81,81,1559681
2012,AL,TEX,ARL02,4/6/2012,9/30/2012,81,81,3460280
2012,AL,TOR,TOR02,4/9/2012,10/3/2012,81,81,2099663
2012,NL,WAS,WAS11,4/12/2012,10/3/2012,81,79,2370794
2013,AL,LAA,ANA01,4/9/2013,9/25/2013,81,81,3019505
2013,NL,ARI,PHO01,4/1/2013,9/29/2013,81,81,2134895
2013,NL,ATL,ATL02,4/1/2013,9/29/2013,81,81,2548679
2013,AL,BAL,BAL12,4/5/2013,9/29/2013,81,81,2357561
2013,AL,BOS,BOS07,4/8/2013,9/22/2013,81,81,2833333
2013,AL,CHA,CHI12,4/1/2013,9/29/2013,81,80,1768413
2013,NL,CHN,CHI11,4/8/2013,9/25/2013,81,81,2642682
2013,NL,CIN,CIN09,4/1/2013,9/29/2013,80,80,2492101
2013,NL,CIN,SFO03,7/23/2013,7/23/2013,1,1,42310
2013,AL,CLE,CLE08,4/8/2013,9/25/2013,81,80,1572926
2013,NL,COL,DEN02,4/5/2013,9/25/2013,81,81,2793828
2013,AL,DET,DET05,4/5/2013,9/22/2013,81,81,3083397
2013,AL,HOU,HOU03,3/31/2013,9/29/2013,81,81,1651883
2013,AL,KCA,KAN06,4/8/2013,9/22/2013,81,81,1750754
2013,NL,LAN,LOS03,4/1/2013,9/29/2013,81,81,3743527
2013,NL,MIA,MIA02,4/8/2013,9/29/2013,81,81,1586322
2013,NL,MIL,MIL06,4/1/2013,9/22/2013,81,81,2531105
2013,AL,MIN,MIN04,4/1/2013,9/29/2013,81,81,2477644
2013,AL,NYA,NYC21,4/1/2013,9/26/2013,81,81,3279589
2013,NL,NYN,NYC20,4/1/2013,9/29/2013,81,80,2135657
2013,AL,OAK,OAK01,4/1/2013,9/22/2013,81,81,1809302
2013,NL,PHI,PHI13,4/5/2013,9/22/2013,81,81,3012403
2013,NL,PIT,PIT08,4/1/2013,9/22/2013,81,80,2256862
2013,NL,SDN,SAN02,4/9/2013,9/26/2013,81,81,2166691
2013,AL,SEA,SEA03,4/8/2013,9/29/2013,81,81,1761546
2013,NL,SFN,SFO03,4/5/2013,9/29/2013,81,80,3326796
2013,NL,SLN,STL10,4/8/2013,9/29/2013,81,81,3369769
2013,AL,TBA,STP01,4/2/2013,9/23/2013,81,81,1510300
2013,AL,TEX,ARL02,4/5/2013,9/30/2013,82,82,3178273
2013,AL,TOR,TOR02,4/2/2013,9/29/2013,81,81,2536562
2013,NL,WAS,WAS11,4/1/2013,9/22/2013,81,81,2652422
2014,AL,LAA,ANA01,3/31/2014,9/21/2014,81,81,3095935
2014,NL,ARI,PHO01,3/31/2014,9/28/2014,79,79,1997385
2014,NL,ARI,SYD01,3/22/2014,3/23/2014,2,2,76345
2014,NL,ATL,ATL02,4/8/2014,9/25/2014,81,81,2354305
2014,AL,BAL,BAL12,3/31/2014,9/21/2014,81,80,2464473
2014,AL,BOS,BOS07,4/4/2014,9/28/2014,81,81,2956089
2014,AL,CHA,CHI12,3/31/2014,9/28/2014,81,79,1650821
2014,NL,CHN,CHI11,4/4/2014,9/24/2014,81,81,2652113
2014,NL,CIN,CIN09,3/31/2014,9/28/2014,81,81,2476664
2014,AL,CLE,CLE08,4/4/2014,9/28/2014,81,78,1437393
2014,NL,COL,DEN02,4/4/2014,9/21/2014,81,81,2680329
2014,AL,DET,DET05,3/31/2014,9/28/2014,81,81,2917209
2014,AL,HOU,HOU03,4/1/2014,9/21/2014,81,81,1751829
2014,AL,KCA,KAN06,4/4/2014,9/21/2014,81,81,1956482
2014,NL,LAN,LOS03,4/4/2014,9/28/2014,81,81,3782337
2014,NL,MIA,MIA02,3/31/2014,9/25/2014,81,81,1732283
2014,NL,MIL,MIL06,3/31/2014,9/28/2014,81,81,2797384
2014,AL,MIN,MIN04,4/7/2014,9/24/2014,81,81,2250606
2014,AL,NYA,NYC21,4/7/2014,9/25/2014,81,80,3401624
2014,NL,NYN,NYC20,3/31/2014,9/28/2014,81,80,2148808
2014,AL,OAK,OAK01,3/31/2014,9/24/2014,81,80,2003628
2014,NL,PHI,PHI13,4/8/2014,9/28/2014,81,81,2423852
2014,NL,PIT,PIT08,3/31/2014,9/21/2014,81,81,2442564
2014,NL,SDN,SAN02,3/30/2014,9/24/2014,81,81,2195373
2014,AL,SEA,SEA03,4/8/2014,9/28/2014,81,81,2064334
2014,NL,SFN,SFO03,4/8/2014,9/28/2014,81,81,3368697
2014,NL,SLN,STL10,4/7/2014,9/21/2014,81,81,3540649
2014,AL,TBA,STP01,3/31/2014,9/21/2014,81,81,1446464
2014,AL,TEX,ARL02,3/31/2014,9/28/2014,81,81,2718733
2014,AL,TOR,TOR02,4/4/2014,9/28/2014,81,81,2375525
2014,NL,WAS,WAS11,4/4/2014,9/28/2014,81,81,2579389
2015,AL,LAA,ANA01,4/10/2015,9/30/2015,81,81,3012765
2015,NL,ARI,PHO01,4/6/2015,10/4/2015,81,81,2080145
2015,NL,ATL,ATL02,4/10/2015,10/4/2015,81,80,2001392
2015,AL,BAL,BAL12,4/10/2015,10/4/2015,78,75,2281202
2015,AL,BAL,STP01,5/1/2015,5/3/2015,3,3,39386
2015,AL,BOS,BOS07,4/13/2015,9/27/2015,81,81,2880694
2015,AL,CHA,CHI12,4/10/2015,10/4/2015,81,80,1755810
2015,NL,CHN,CHI11,4/5/2015,9/28/2015,81,80,2919122
2015,NL,CIN,CIN09,4/6/2015,10/1/2015,81,81,2419506
2015,AL,CLE,CLE08,4/10/2015,10/4/2015,80,78,1388905
2015,NL,COL,DEN02,4/10/2015,9/27/2015,81,80,2506789
2015,AL,DET,DET05,4/6/2015,9/27/2015,81,81,2726048
2015,AL,HOU,HOU03,4/6/2015,9/27/2015,81,81,2153585
2015,AL,KCA,KAN06,4/6/2015,9/27/2015,81,81,2708549
2015,NL,LAN,LOS03,4/6/2015,10/4/2015,81,81,3764815
2015,NL,MIA,MIA02,4/6/2015,9/27/2015,81,81,1752235
2015,NL,MIL,MIL06,4/6/2015,10/4/2015,81,81,2542558
2015,AL,MIN,MIN04,4/13/2015,10/4/2015,81,81,2220054
2015,AL,NYA,NYC21,4/6/2015,10/1/2015,81,80,3193795
2015,NL,NYN,NYC20,4/13/2015,10/4/2015,81,81,2569753
2015,AL,OAK,OAK01,4/6/2015,9/27/2015,81,81,1768175
2015,NL,PHI,PHI13,4/6/2015,10/4/2015,81,78,1831080
2015,NL,PIT,PIT08,4/13/2015,10/4/2015,81,81,2498596
2015,NL,SDN,SAN02,4/9/2015,10/1/2015,81,81,2459752
2015,AL,SEA,SEA03,4/6/2015,10/4/2015,81,81,2193581
2015,NL,SFN,SFO03,4/13/2015,10/4/2015,81,81,3375882
2015,NL,SLN,STL10,4/13/2015,9/27/2015,81,81,3520889
2015,AL,TBA,STP01,4/6/2015,10/4/2015,81,81,1247668
2015,AL,TEX,ARL02,4/10/2015,10/4/2015,81,81,2491875
2015,AL,TOR,TOR02,4/13/2015,9/27/2015,81,81,2794891
2015,NL,WAS,WAS11,4/6/2015,9/28/2015,81,81,2619843
2016,AL,LAA,ANA01,4/4/2016,10/2/2016,81,81,3016142
2016,NL,ARI,PHO01,4/4/2016,10/2/2016,81,81,2036216
2016,NL,ATL,ATL02,4/4/2016,10/2/2016,80,80,2008332
2016,NL,ATL,FTB01,7/3/2016,7/3/2016,1,1,12582
2016,AL,BAL,BAL12,4/4/2016,9/25/2016,81,81,2172344
2016,AL,BOS,BOS07,4/11/2016,10/2/2016,81,81,2955434
2016,AL,CHA,CHI12,4/8/2016,10/2/2016,81,80,1746293
2016,NL,CHN,CHI11,4/11/2016,9/25/2016,81,81,3232420
2016,NL,CIN,CIN09,4/4/2016,10/2/2016,81,81,1894085
2016,AL,CLE,CLE08,4/5/2016,9/25/2016,81,81,1591667
2016,NL,COL,DEN02,4/8/2016,10/2/2016,81,81,2602524
2016,AL,DET,DET05,4/8/2016,9/28/2016,80,80,2493859
2016,AL,HOU,HOU03,4/11/2016,9/28/2016,81,81,2306623
2016,AL,KCA,KAN06,4/3/2016,10/2/2016,81,81,2557712
2016,NL,LAN,LOS03,4/12/2016,9/25/2016,81,81,3703312
2016,NL,MIA,MIA02,4/5/2016,9/28/2016,80,80,1712417
2016,NL,MIL,MIL06,4/4/2016,9/25/2016,81,81,2315244
2016,AL,MIN,MIN04,4/11/2016,9/25/2016,81,81,1963912
2016,AL,NYA,NYC21,4/5/2016,10/2/2016,81,81,3063405
2016,NL,NYN,NYC20,4/8/2016,9/25/2016,81,80,2789602
2016,AL,OAK,OAK01,4/4/2016,9/25/2016,81,81,1521506
2016,NL,PHI,PHI13,4/11/2016,10/2/2016,81,81,1915144
2016,NL,PIT,PIT08,4/3/2016,9/29/2016,81,80,2249201
2016,NL,SDN,SAN02,4/4/2016,9/29/2016,81,81,2351422
2016,AL,SEA,SEA03,4/8/2016,10/2/2016,81,81,2267928
2016,NL,SFN,SFO03,4/7/2016,10/2/2016,81,81,3365256
2016,NL,SLN,STL10,4/11/2016,10/2/2016,81,81,3444490
2016,AL,TBA,STP01,4/3/2016,9/25/2016,81,81,1286163
2016,AL,TEX,ARL02,4/4/2016,10/2/2016,81,81,2710402
2016,AL,TOR,TOR02,4/8/2016,9/29/2016,81,81,3392099
2016,NL,WAS,WAS11,4/7/2016,10/2/2016,81,81,2481938
